Unnamed: 0,New Time of Access,API_Key,Rate Limiting,Endpoint Entropy,HTTP Method,API Endpoint,HTTP Status,User-Agent,Classification Label,New Time of Access (SGT),Time Misuse Flag,Token Used,Method_POST,Time of Day
59,27/3/2024 0:15,AIza8YgCivg78mZfdOOL3Uv6lSz2Oa5WTb,101,0.334549035,POST,/v1/admin/config,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Potential Misuse,27/3/2024 8:15,Legitimate,606,0,Night
60,3/1/2024 17:07,AIzatB0rdyXeUhBgf6COcq6lZFc6aPHqJ7,104,0.45058088,POST,/api/unknown,403,cURL/7.79.1,Potential Misuse,4/1/2024 1:07,Legitimate,728,0,Afternoon
61,30/12/2024 21:57,sk-proj-f8bbleIqCebVBsf8FZ1M,16,0.434134102,POST,/v1/chat/completions,429,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Legitimate,31/12/2024 5:57,Legitimate,144,0,Evening
62,31/10/2024 0:30,sk-proj-N6RljKg0emAwsUyhOY5t,62,0.864117052,POST,/api/unknown,429,"AppleWebKit/537.36 (KHTML, like Gecko)",Potential Misuse,31/10/2024 8:30,Legitimate,248,0,Night
63,15/1/2024 10:24,sk-proj-ab3DctbXCN8fupNSWlde,133,0.211142254,POST,/v1/auth/login,429,wget/1.21.2,Potential Misuse,15/1/2024 18:24,Legitimate,133,0,Morning
64,21/1/2024 22:24,sk-proj-dCAle2dFyESo84Nc7Adu,143,0.224468731,POST,/api/unknown,429,cURL/7.79.1,Potential Misuse,22/1/2024 6:24,Legitimate,572,0,Evening
65,10/7/2024 7:17,AIzaoTRNaJXyn2dh0hTFXVhP8ruvFHo25c,83,0.498771951,POST,/v1/chat/completions,200,Googlebot/2.1 (+http://www.google.com/bot.html),Legitimate,10/7/2024 15:17,Legitimate,83,0,Morning
66,29/7/2024 20:14,AIzay7RP10yuctMMuNGLqbLnhtHWKhR2h1,3,0.569516504,POST,/v1/auth/login,403,wget/1.21.2,Potential Misuse,30/7/2024 4:14,Legitimate,12,0,Evening
67,4/12/2024 9:52,AIzaYA5tcVeyzVos22Jir11U8NJiTZLMiS,132,0.428837234,POST,/api/unknown,200,Googlebot/2.1 (+http://www.google.com/bot.html),Potential Misuse,4/12/2024 17:52,Legitimate,1056,0,Morning
68,30/6/2024 13:17,sk-proj-IBrMePfUS3FNuQJlDUGK,58,0.605543653,POST,/v1/admin/config,403,Python-Requests/2.26.0,Potential Misuse,30/6/2024 21:17,Potential Misuse,348,0,Afternoon
69,15/7/2024 0:06,sk-proj-a1WcbI2SofeXNjG2PJGL,133,0.570728509,POST,/v1/admin/config,403,Python-Requests/2.26.0,Potential Misuse,15/7/2024 8:06,Legitimate,931,0,Night
70,7/10/2024 19:21,sk-proj-XHrrnaTeoEyXnajpTO8L,144,0.229492113,POST,/v1/admin/config,429,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Potential Misuse,8/10/2024 3:21,Legitimate,1008,0,Evening
71,18/2/2024 20:57,AIzaoPbcBi6uptwsUmhU9XiH4s4dT21Usu,73,0.697131035,POST,/v1/auth/login,403,wget/1.21.2,Potential Misuse,19/2/2024 4:57,Legitimate,292,0,Evening
72,10/9/2024 9:28,AIzaTvNGA5c2B3banTZ7zgvKz44N4f3tbo,122,0.455614516,POST,/v1/auth/login,200,Scrapy/2.5.1 (+https://scrapy.org),Potential Misuse,10/9/2024 17:28,Legitimate,732,0,Morning
73,13/4/2024 8:20,sk-proj-1NafLX20ehJeTUi6cF3Q,111,0.909066248,POST,/v1/admin/config,403,Node.js/18.3.0,Potential Misuse,13/4/2024 16:20,Legitimate,111,0,Morning
74,9/10/2024 7:48,sk-proj-p1Ezl6Z9DydVXOtRXcp6,68,0.71463563,POST,/v1/chat/completions,429,wget/1.21.2,Legitimate,9/10/2024 15:48,Legitimate,68,0,Morning
76,19/9/2024 7:57,sk-proj-UDnqUvylLUIDsTT2OSfD,84,0.889475927,POST,/v1/chat/completions,429,Googlebot/2.1 (+http://www.google.com/bot.html),Legitimate,19/9/2024 15:57,Legitimate,420,0,Morning
77,7/6/2024 8:26,AIzaMb7EnZrUqqOrJR47fwSCABby1reGrt,31,0.973395428,POST,/maps/api/geocode/json,403,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Legitimate,7/6/2024 16:26,Legitimate,155,0,Morning
78,8/12/2024 6:46,AIzaK5PiCiNNOcFHoAxZTmeU3tIDeonXeG,121,0.768536035,POST,/maps/api/geocode/json,403,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Legitimate,8/12/2024 14:46,Legitimate,1089,0,Morning
79,13/2/2024 1:21,sk-proj-N4cS5sGa1ohcnLDqkF07,11,0.961942467,POST,/v1/chat/completions,429,wget/1.21.2,Legitimate,13/2/2024 9:21,Legitimate,22,0,Night
80,31/3/2024 23:27,AIzagFyUQPeccspg1xnjouH7N6Y8uXTCA7,79,0.206912727,POST,/v1/admin/config,200,Node.js/18.3.0,Potential Misuse,1/4/2024 7:27,Legitimate,158,0,Evening
81,27/3/2024 16:58,AIzaJYiFVIsx0BYFPJ2lWOF3ExZzSLdQRk,41,0.384892098,POST,/api/unknown,403,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Potential Misuse,28/3/2024 0:58,Legitimate,205,0,Afternoon
82,16/4/2024 2:44,sk-proj-nlWKxRq6kePkKbgQVTK5,132,0.221120489,POST,/v1/auth/login,403,Scrapy/2.5.1 (+https://scrapy.org),Potential Misuse,16/4/2024 10:44,Legitimate,1056,0,Night
83,19/5/2024 2:33,sk-proj-3zM4qk3WzDPLyMCJTjzE,83,0.718793033,POST,/api/unknown,429,"AppleWebKit/537.36 (KHTML, like Gecko)",Potential Misuse,19/5/2024 10:33,Legitimate,83,0,Night
84,12/6/2024 16:21,sk-proj-h1mrm482idmuEPRtMzbw,111,0.998738541,POST,/maps/api/geocode/json,200,Python-Requests/2.26.0,Legitimate,13/6/2024 0:21,Legitimate,333,0,Afternoon
85,2/12/2024 9:58,AIzaDArkbjAGYB1gMnw7UJxBUvssfIiYUT,150,0.229231447,POST,/maps/api/geocode/json,200,PostmanRuntime/7.29.0,Legitimate,2/12/2024 17:58,Legitimate,300,0,Morning
86,1/11/2024 11:15,sk-proj-0Ln31UtTn7yGGIiC0Dxw,4,0.452731632,POST,/v1/chat/completions,403,Scrapy/2.5.1 (+https://scrapy.org),Legitimate,1/11/2024 19:15,Legitimate,24,0,Morning
87,31/8/2024 7:37,sk-proj-o3liTLXoiDBZT0ZsyApE,97,0.512926896,POST,/v1/chat/completions,429,"AppleWebKit/537.36 (KHTML, like Gecko)",Legitimate,31/8/2024 15:37,Legitimate,291,0,Morning
88,3/3/2024 6:45,AIzac6DCPMqKe46rLDvtmxL6yA1gXbmnqh,57,0.713255488,POST,/api/unknown,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Potential Misuse,3/3/2024 14:45,Legitimate,171,0,Morning
89,20/10/2024 4:37,AIzaw7A0rJPcIXqVJ2qzEEqNbVldnz4VdP,20,0.724256295,POST,/maps/api/geocode/json,200,"AppleWebKit/537.36 (KHTML, like Gecko)",Legitimate,20/10/2024 12:37,Legitimate,40,0,Night
90,7/1/2024 7:32,sk-proj-mqix534SSUJhdJT4ARqj,63,0.79735197,POST,/api/unknown,403,Scrapy/2.5.1 (+https://scrapy.org),Potential Misuse,7/1/2024 15:32,Legitimate,126,0,Morning
91,11/11/2024 3:42,AIzaY5KgDSveZAH4CuotZ3su5QZIMXfQer,144,0.457403191,POST,/maps/api/geocode/json,200,wget/1.21.2,Legitimate,11/11/2024 11:42,Legitimate,144,0,Night
92,28/9/2024 10:03,sk-proj-rCkkdd9n0oUrYdHCozll,118,0.985922434,POST,/maps/api/geocode/json,429,Googlebot/2.1 (+http://www.google.com/bot.html),Legitimate,28/9/2024 18:03,Legitimate,708,0,Morning
93,30/1/2024 13:24,AIzaJhH3Vo221bC7fwLyhAAraYxqXIioIA,63,0.964093898,POST,/v1/admin/config,403,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Potential Misuse,30/1/2024 21:24,Potential Misuse,126,0,Afternoon
94,10/4/2024 13:11,sk-proj-j76ettT7BCAwRKk4tGrE,138,0.312280584,POST,/v1/admin/config,403,Node.js/18.3.0,Potential Misuse,10/4/2024 21:11,Potential Misuse,690,0,Afternoon
95,21/10/2024 18:36,sk-proj-8Qfb0LyJfTk3gYOpiaej,6,0.95297183,POST,/maps/api/geocode/json,200,"AppleWebKit/537.36 (KHTML, like Gecko)",Legitimate,22/10/2024 2:36,Legitimate,18,0,Evening
96,11/5/2024 8:06,AIzaLGsMqzxcskF86jwvVVw2VUoPQrtICS,41,0.856509352,POST,/v1/auth/login,403,Python-Requests/2.26.0,Potential Misuse,11/5/2024 16:06,Legitimate,328,0,Morning
97,31/3/2024 1:45,AIzagwpxsNp8Nbxzb1zTZCL5069io9eGLG,24,0.791822462,POST,/maps/api/geocode/json,200,cURL/7.79.1,Legitimate,31/3/2024 9:45,Legitimate,96,0,Night
98,25/3/2024 23:22,sk-proj-BE2waVSkv1QdXYu92D9b,79,0.316386043,POST,/api/unknown,200,Scrapy/2.5.1 (+https://scrapy.org),Potential Misuse,26/3/2024 7:22,Legitimate,395,0,Evening
99,2/7/2024 10:40,sk-proj-VKwWOKRxoVM0Li5OAHb1,3,0.948172566,POST,/api/unknown,403,PostmanRuntime/7.29.0,Potential Misuse,2/7/2024 18:40,Legitimate,6,0,Morning
100,28/10/2024 3:52,AIzaKs4V0sUIL0ng9q6VS0FTrprPDYnFxG,40,0.383670822,POST,/api/unknown,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Potential Misuse,28/10/2024 11:52,Legitimate,80,0,Night
101,24/2/2024 4:15,AIzaER1K5gxCN3raHw8BSlSwPHm7EsbTdJ,109,0.916904285,POST,/v1/chat/completions,403,Mozilla/5.0 (Windows NT 10.0; Win64; x64),Legitimate,24/2/2024 12:15,Legitimate,654,0,Night
102,27/8/2024 18:44,AIzaxLLKYTdTSI28Ve7SU3ZWRN8EL8gUf1,94,0.380902946,POST,/v1/admin/config,403,Node.js/18.3.0,Potential Misuse,28/8/2024 2:44,Legitimate,282,0,Evening
103,11/11/2024 3:44,AIzaNpdyGUa4MshpkYcXcVbxAS1TTRzjjI,77,0.456264761,POST,/v1/admin/config,403,cURL/7.79.1,Potential Misuse,11/11/2024 11:44,Legitimate,616,0,Night
104,27/8/2024 13:55,sk-proj-jRpMvnHIMHXcqNNZpZXt,141,0.680234004,POST,/maps/api/geocode/json,200,Googlebot/2.1 (+http://www.google.com/bot.html),Legitimate,27/8/2024 21:55,Potential Misuse,564,0,Afternoon
105,23/10/2024 20:09,AIzakuU1B3atLnBOAKV4EHKUPbAnzUJuNx,30,0.872216357,POST,/api/unknown,200,Python-Requests/2.26.0,Potential Misuse,24/10/2024 4:09,Legitimate,270,0,Evening
106,19/7/2024 23:08,sk-proj-hx4tlwz8ax211ILTuGNP,134,0.49779861,POST,/v1/auth/login,429,wget/1.21.2,Potential Misuse,20/7/2024 7:08,Legitimate,268,0,Evening
107,17/12/2024 7:46,AIza38uI00YLMYn2QdEPb4msvaNw4JZIK1,102,0.750085824,POST,/maps/api/geocode/json,200,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Legitimate,17/12/2024 15:46,Legitimate,816,0,Morning
108,14/5/2024 14:58,AIzaigpdlctgWQAEFNrSN9NSys29gLqC7X,14,0.94855172,POST,/maps/api/geocode/json,403,PostmanRuntime/7.29.0,Legitimate,14/5/2024 22:58,Potential Misuse,14,0,Afternoon
109,9/7/2024 21:02,AIzatTZSuQpCC0ieLJVTZhB7qMI1vPBefX,46,0.880619243,POST,/v1/auth/login,403,"AppleWebKit/537.36 (KHTML, like Gecko)",Potential Misuse,10/7/2024 5:02,Legitimate,184,0,Evening
110,6/1/2024 4:48,AIzaSPm9UI4c9R4mLUF4xqgtb1U2lz228J,80,0.540052924,POST,/v1/admin/config,200,"AppleWebKit/537.36 (KHTML, like Gecko)",Potential Misuse,6/1/2024 12:48,Legitimate,320,0,Night
111,13/9/2024 5:00,AIzaEGAWBr8JrKQG77zIRICTKI4GEE3BAy,116,0.58934675,POST,/maps/api/geocode/json,200,Bingbot/2.0 (+http://www.bing.com/bingbot.htm),Legitimate,13/9/2024 13:00,Legitimate,928,0,Night
112,11/5/2024 8:26,AIzaOlbRSg0UwkrU5FaJXsOcIyrzBRim15,89,0.408250196,POST,/api/unknown,403,cURL/7.79.1,Potential Misuse,11/5/2024 16:26,Legitimate,89,0,Morning
113,27/11/2024 12:00,AIza0KPC4QIQPaxJAO4NxaDRl4A6wJ5hsz,16,0.187849019,POST,/v1/auth/login,200,Googlebot/2.1 (+http://www.google.com/bot.html),Potential Misuse,27/11/2024 20:00,Potential Misuse,128,0,Afternoon
114,15/7/2024 21:41,AIzaKLKdOaEsctQa3cqHZKbnRtddo3EihZ,130,0.284641017,POST,/v1/chat/completions,200,cURL/7.79.1,Legitimate,16/7/2024 5:41,Legitimate,780,0,Evening
115,3/7/2024 15:18,sk-proj-WmCeATc2T5WLNO0vQNRE,145,0.453391671,POST,/v1/auth/login,429,Python-Requests/2.26.0,Potential Misuse,3/7/2024 23:18,Potential Misuse,580,0,Afternoon
116,15/2/2024 20:34,AIzaptOlHDsBgNwxPR52khNqqsa44LU2pL,101,0.313090833,POST,/v1/chat/completions,200,cURL/7.79.1,Legitimate,16/2/2024 4:34,Legitimate,909,0,Evening
117,25/10/2024 16:44,AIzasdbf37J4jSiRrN8klv4mhgyTtapVSy,62,0.624976384,POST,/maps/api/geocode/json,200,Python-Requests/2.26.0,Legitimate,26/10/2024 0:44,Legitimate,558,0,Afternoon
