Rate Limiting,Endpoint Entropy,HTTP Method,API Endpoint,HTTP Status,User-Agent,Token Used,Method_POST,Time of Day,Classification Label,New Time of Access,API_Key
356,0.866669,POST,/signup,429,Python-requests/2.25.1,33,1,Evening,1,2025-02-19 19:26:00,sk-ant-api03-CDh6XPvPC6qX5mht66TFQlYo9tpBQdolSWiziYfaDqxcZvr2
44,0.976152905,POST,/v1/chat/completions,200,Mozilla/5.0,352,1,Morning,0,2023-05-25 05:16:38,sk-proj-iDJlFc0HL3UzJTw0p50QaQuvLvj3tPZdTK6LBy88S7K6xmh3
110,0.208360499,POST,/data,200,curl/7.64.1,660,1,Night,1,2025-02-19 01:34:00,AIzaSyLbSWsepdWOPfnCO4omzVLinOcBIv-iUbnX0
58,0.874149786,POST,/api/user,429,PostmanRuntime/7.29.0,348,1,Night,1,2025-02-19 21:55:00,AIzaSySlAGT1r_Vae7AzjPTjZDL9x54dXvwgmX66N
38,0.83617914,POST,/v1/chat/completions,200,curl/7.64.1,114,1,Morning,0,2023-04-19 06:30:01,sk-ant-api03-_HPl2pepo16M2R67HkM_JwsOl5YFO2kq7HGDXEvaknSvFqYn
42,0.176416926,POST,/api/product,200,Java/1.8.0_201,252,1,Morning,1,2025-02-19 09:02:00,sk-ant-api03-PYYvypkPIteLMl1_gMC2PMsiJp9fNd7ZH_KgwAjVrJlDuhyK
41,0.912406618,POST,/api/admin,200,Python-requests/2.25.1,123,1,Night,1,2025-02-19 01:14:00,sk-proj-UDG4SoVwhDbK39R4xtieqdiSKBbsX9IbXR8IGwjF5G0nxWkV
37,0.517343756,POST,/api/user,403,PostmanRuntime/7.29.0,296,1,Afternoon,1,2025-02-19 12:57:00,AIzaSyql9hyVVNfXzLDtrzZVYkAd9zHo5gy5VzSoM
72,0.982250134,POST,/v1/chat/completions,403,PostmanRuntime/7.29.0,576,1,Morning,0,2025-06-03 05:16:35,sk-proj-lB2uixCe2aDrXPovUDQiH9DvNd8tCO2qaZq4i4phDNlAg5Pi
78,0.819842392,POST,/v1/chat/completions,403,Java/1.8.0_201,312,1,Afternoon,0,2025-07-16 13:07:39,sk-proj-mFgqIkElmTcH5wgSwdm1oEOwiH9JVz0HhFNManCUimwNtyII
72,0.174403542,POST,/v1/chat/completions,200,curl/7.64.1,504,1,Evening,0,2023-09-05 20:08:05,sk-ant-api03-lUTAfsPiO3D4xHdmFvGAFECuSQtz9Ht782mem7CqH0Fp_2Gn
371,0.319081,POST,/login,404,curl/7.64.1,829,1,Night,1,2025-02-19 00:58:00,sk-proj-eIHWK5tgqMiaejlNJBPCuwSm0Iy70Z8lqDGlRXo98qJE2znf
150,0.778548501,POST,/api/user,403,Java/1.8.0_201,600,1,Morning,1,2025-02-19 06:35:00,sk-ant-api03-05U6iU369kO5RwSloBYhwaIHCYk43ah5o0rDxeL4ShkW5iet
117,0.218348078,POST,/v1/chat/completions,200,Mozilla/5.0,936,1,Afternoon,0,2023-07-05 13:42:54,AIzaSy8Ud-ZWul3TmxLwwudQbCldfzlwUafzdzwzi
68,0.796461664,POST,/v1/chat/completions,200,Python-requests/2.25.1,272,1,Night,0,2024-02-06 02:21:53,sk-ant-api03-9PCnYF8xmfkVFohDR97qjiIRThH49wKNzfhDHTqvy2wyfcaL
66,0.311354065,POST,/v1/chat/completions,403,Java/1.8.0_201,198,1,Morning,0,2024-08-14 05:39:16,sk-proj-fjXvV6ywaVUuWk9mqsLtRqEDF2ULoVkqO4ZvOmFtn7IOjfsy
141,0.800088547,POST,/data,200,PostmanRuntime/7.29.0,987,1,Night,1,2025-02-19 04:46:00,AIzaSygBQbn49x4ORXifzRktWUw6MeKMavnyFDOqD
52,0.210834634,POST,/api/admin,200,Mozilla/5.0,52,1,Evening,1,2025-02-19 19:43:00,sk-ant-api03-l5w5ExBcy4TbSOGe9FsMq8G2wuzw5mF5_EdWRfiGsASyGQPL
8,0.720925784,POST,/api/product,429,PostmanRuntime/7.29.0,24,1,Evening,1,2025-02-19 19:21:00,sk-proj-SgqFYiBy3w5MKN49j1ckNcfbl0KZGItfXxKDRFOnHZWbp7CR
136,0.941548809,POST,/api/admin,200,PostmanRuntime/7.29.0,408,1,Afternoon,1,2025-02-19 13:22:00,AIzaSyQVEBu1ZdbuHq4Qi8OTKSX4JyHXnkNUAP-6y
51,0.32549448,POST,/api/user,403,Java/1.8.0_201,357,1,Afternoon,1,2025-02-19 16:18:00,sk-ant-api03-vKmmVJ4_nfXFjO20Ek8PKm3mixAriVzT3C2Yl4UEZp5gzqlB
386,0.352484,POST,/signup,500,Python-requests/2.25.1,642,1,Night,1,2025-02-19 21:30:00,sk-proj-AaF7nYAmULdAEeL84ENBltOkq9LOkFrFHIuxtr0liYjaIlfw
99,0.481670774,POST,/api/user,200,PostmanRuntime/7.29.0,693,1,Morning,1,2025-02-19 05:23:00,AIzaSy_CbJ57RAtmIFZJqevw_vrifSMBfaJRZslLj
66,0.676441746,POST,/v1/chat/completions,403,Python-requests/2.25.1,330,1,Night,0,2023-09-05 02:29:05,sk-proj-BEjR3jQi95ldWHz0lfUf4fnT69IfqBQay60AWkg3rojLYel3
121,0.18748432,POST,/api/admin,200,Java/1.8.0_201,121,1,Afternoon,1,2025-02-19 15:38:00,sk-ant-api03-hJcRv1riFNtSBNE2oUPcA1D9XqfEl9Z6t04vvATdOaB74ZRd
48,0.678856477,POST,/api/product,200,PostmanRuntime/7.29.0,48,1,Afternoon,1,2025-02-19 13:07:00,AIzaSytk8wpQOPpW-EGU6WCVQhODmXBC4YXg5-vgQ
74,0.255147434,POST,/v1/chat/completions,403,Python-requests/2.25.1,222,1,Morning,0,2023-02-11 08:29:07,AIzaSyLkl2Sy9_EntqG2Udin--lwcekPvEZyy5OgH
99,0.513979542,POST,/api/product,200,curl/7.64.1,297,1,Morning,1,2025-02-19 08:51:00,AIzaSyoUBjd6tazPJfX0UjlRNhgLeMJZJiOHopqEm
109,0.251382363,POST,/api/admin,200,Mozilla/5.0,109,1,Evening,1,2025-02-19 19:50:00,AIzaSyd8OtY-YhF-ljvnE8nbugO_Ob9r-XBr3IC2l
702,0.684769,POST,/signup,200,curl/7.64.1,1071,1,Afternoon,1,2025-02-19 14:04:00,sk-proj-4EiL6Coxjmw7NOe3gDPvCQcKSVBqTpkUsup8tCkg99KH6YVD
58,0.316448084,POST,/api/user,200,Mozilla/5.0,232,1,Night,1,2025-02-19 21:41:00,sk-proj-bSyawDYwSjpk2THRPEs4gA8H3VcYf6WoQchde8XvVYqCRiQ5
112,0.469583403,POST,/v1/chat/completions,429,Java/1.8.0_201,896,1,Morning,0,2024-03-28 11:36:30,sk-proj-Bpil4yI11M6bJgoVJZxIAQJXeUNWkI3ojocId0ZyCEQaNdm6
34,0.221144592,POST,/data,429,curl/7.64.1,204,1,Afternoon,1,2025-02-19 15:58:00,sk-proj-l9uBgbpl7RKN4POJxyEqrPiqY98CM10uwtddRsN8IsGwKoj2
99,0.918706279,POST,/v1/chat/completions,200,curl/7.64.1,693,1,Night,0,2023-12-13 01:03:53,sk-ant-api03-nQh8G_cm6EQNeinVA2dp4pGNO3chSPinfzDJNPu6b8mPEmNN
48,0.369949792,POST,/v1/chat/completions,200,Mozilla/5.0,240,1,Afternoon,0,2025-11-24 15:18:54,sk-ant-api03-TLD1nySFyw4QB2a8vYPA0UQ01ApmTqplhmhO1PC_4nOfy5lE
376,0.805299,POST,/login,500,Mozilla/5.0,187,1,Evening,1,2025-02-19 20:45:00,sk-proj-jCSAppk3wsUpwNpREkv0ZSKI21cv19eyUZ4w0C3S02FsJEK4
66,0.240169896,POST,/v1/chat/completions,403,Python-requests/2.25.1,396,1,Morning,0,2025-12-16 10:26:37,AIzaSyJgeLo6WdU6Vs6WfBgCfXntOeDok7kJTiWqB
19,0.207794363,POST,/api/product,200,Mozilla/5.0,133,1,Afternoon,1,2025-02-19 13:54:00,sk-proj-TJCh6vdzo1gkYUJABdjIfHOHuSZ2LeUpwmQRzSA0KLHFMX8W
32,0.669131851,POST,/api/product,403,curl/7.64.1,288,1,Morning,1,2025-02-19 06:07:00,sk-ant-api03-IUDBPZJrOWRxZ4JnvXo8nY8FbiqMRC7zILvsabJNyHATIUbB
62,0.421254789,POST,/data,200,Java/1.8.0_201,248,1,Morning,1,2025-02-19 11:57:00,sk-ant-api03-dBtHqOLuKJWta2sXXElSNviRhAGl6Hrcj6OrQ5L7h6MVZBHL
30,0.190373038,POST,/api/product,200,curl/7.64.1,150,1,Afternoon,1,2025-02-19 15:31:00,AIzaSyslSwwnUOeeQ1rrUsP7EEuZ850q43P_dHiT3
101,0.334549035,POST,/api/user,403,PostmanRuntime/7.29.0,606,1,Evening,1,2025-02-19 18:25:00,sk-proj-RROsegAjDs8QRgoVF4pfMhGSQcWu1irTXMS5jCHy5Oa9znCz
66,0.922288537,POST,/api/product,200,Mozilla/5.0,528,1,Night,1,2025-02-19 23:02:00,sk-proj-FkIi7y8RxDKzOyszENBAiGlgGKyC8Zq0FSsR2TVCqceSCfVG
141,0.212050793,POST,/api/admin,429,curl/7.64.1,1269,1,Afternoon,1,2025-02-19 13:59:00,AIzaSyc2B4m9RZaeX3u621GZRhAxUfKaYSS9-UjEO
122,0.866078596,POST,/api/admin,200,Python-requests/2.25.1,732,1,Afternoon,1,2025-02-19 12:30:00,sk-ant-api03-nlsBIZLtpdIaDXC3Hf16yIYg4xWVJh1DNzn5p7DlrIpZSqnd
48,0.195512904,POST,/api/product,429,Python-requests/2.25.1,384,1,Night,1,2025-02-19 02:08:00,AIzaSy9blHsQY9VgYIDTWkD2q2D0feYcKlDK_RdgH
19,0.665974737,POST,/api/product,403,PostmanRuntime/7.29.0,152,1,Night,1,2025-02-19 00:43:00,AIzaSyKmXzPfLRrpg7_OJfeksfN5BjXu1e-6KZ_L9
14,0.883486019,POST,/api/user,200,PostmanRuntime/7.29.0,70,1,Morning,1,2025-02-19 05:03:00,AIzaSy2jwQUhbfkp_KPhyzuNC-0vSqVIaToWKsVAA
52,0.500170487,POST,/data,200,Python-requests/2.25.1,364,1,Evening,1,2025-02-19 19:33:00,sk-proj-fv9ZRYYeeQpf6huSnM9U1hE7uxIDimwy4686ocSHRpOGKSFE
2,0.407770557,POST,/api/product,200,Mozilla/5.0,4,1,Night,1,2025-02-19 00:54:00,sk-ant-api03-iTMghAOmrQlwb5BzT4lAI1hvO_LpgUlnW5FSG2H9scbSpi9Y
115,0.694523448,POST,/v1/chat/completions,200,Python-requests/2.25.1,690,1,Morning,0,2025-05-05 08:46:58,sk-proj-VGmDBWUfri99XXsGNhIveMLQu14UnaFmYSsE0ba2kbCpJvBR
108,0.960869745,POST,/v1/chat/completions,200,Mozilla/5.0,216,1,Night,0,2025-09-08 04:23:05,sk-proj-4z4WbMJWMC7HbO5OGI6bKJHrNWvFnApgxXkfubh2zyN6HYOs
126,0.548976426,POST,/data,200,PostmanRuntime/7.29.0,1008,1,Afternoon,1,2025-02-19 13:59:00,AIzaSy-UIVkswWlPd-ZTnyPKaTPfXCStM_GIBNu47
40,0.89605496,POST,/api/admin,403,Java/1.8.0_201,40,1,Night,1,2025-02-19 01:43:00,AIzaSyvedaprSZwNjoit2frSePckzk1U80GcROMsI
24,0.463362219,POST,/api/admin,200,Mozilla/5.0,96,1,Night,1,2025-02-19 03:10:00,AIzaSy7G4vuD8nN8mbM2P-1zCho3AumM6s8tD7N3s
635,0.671511,POST,/signup,404,Python-requests/2.25.1,1301,1,Morning,1,2025-02-19 06:26:00,AIzaSyGVAFrjhAkVevOXMoqqSuGDwNfDE_Csa5tzj
82,0.302197642,POST,/api/admin,403,curl/7.64.1,492,1,Night,1,2025-02-19 00:49:00,AIzaSyrl9XMFwwZ8G5J_cxIL7yvkCjbjwbmZouGNn
13,0.849508505,POST,/data,403,Mozilla/5.0,13,1,Morning,1,2025-02-19 08:33:00,sk-proj-o1AFz4UIJtKGAOB4sJwvk5lRDHGF4M4cAxgE1NAHSHhRbqbd
110,0.160490924,POST,/api/product,200,Java/1.8.0_201,110,1,Evening,1,2025-02-19 19:07:00,sk-proj-Hm1ZZqyKdG3ty5az9NMVBiv3EqLr3XW9sNRsGRa9ilfLvEbD
5,0.701841008,POST,/v1/chat/completions,403,Java/1.8.0_201,35,1,Night,0,2023-12-22 00:36:11,AIzaSyFmx9quqOePyPTyrVzV1xo7oZAGEYFE484kF
110,0.599492615,POST,/data,200,Java/1.8.0_201,990,1,Afternoon,1,2025-02-19 14:07:00,sk-proj-Rqh5oFzr9mFVPv9KmpYS3AzeGWm47AhRiVnFwbCW70bcQxV9
96,0.496920529,POST,/v1/chat/completions,429,curl/7.64.1,96,1,Morning,0,2025-11-26 11:28:53,AIzaSyF6PUJ_vRzojEZimoZ7J0eHEHuDrsQqg13va
94,0.836716503,POST,/v1/chat/completions,403,Python-requests/2.25.1,470,1,Night,0,2024-07-31 03:50:00,sk-proj-UmjX2FzkQe160GSLDUDw9j5z8n6Hp2GhWktvylQeTE1xjBji
54,0.635398819,POST,/api/product,200,Mozilla/5.0,486,1,Afternoon,1,2025-02-19 12:27:00,sk-ant-api03-AdtIU4BVArU1K2nwRsMS2ttkIX1FdQJSmSr_AE_GI8CFWhU3
30,0.359437869,POST,/api/user,403,curl/7.64.1,180,1,Morning,1,2025-02-19 11:33:00,sk-proj-MysYJbEAALF7ZMxoabiW0jWhRry4rCtqVu6FczcdX8r0gu1d
101,0.324070647,POST,/api/user,200,curl/7.64.1,303,1,Morning,1,2025-02-19 11:13:00,AIzaSyYVybkkDqwXfqNiOsUisM1_AAXLqaCvl5_PU
35,0.577086822,POST,/v1/chat/completions,200,Java/1.8.0_201,280,1,Night,0,2023-09-24 01:24:51,AIzaSy_a-gATBtSL18NZz93rQdfNPbQGWrhhDkmCU
86,0.672468253,POST,/api/admin,200,curl/7.64.1,86,1,Afternoon,1,2025-02-19 14:15:00,sk-proj-IX0VpfTZcpfofb1IoyXOOcpX3BRednecOZ76VwyzElsEpI3q
95,0.803258789,POST,/v1/chat/completions,403,Java/1.8.0_201,380,1,Night,0,2023-08-03 00:37:40,sk-ant-api03-V6o047ub9VaFgbuShrr2bWTyMC2JfsnBGUrlpFky813EeiuD
5,0.945186569,POST,/api/user,403,Mozilla/5.0,45,1,Afternoon,1,2025-02-19 12:25:00,AIzaSy3DdyDbEXjHBOFQCTEkM2xH8xsPFX-N7fHNY
118,0.606162268,POST,/data,403,PostmanRuntime/7.29.0,590,1,Evening,1,2025-02-19 19:54:00,sk-proj-eAZp35R3gdYh3RSW4sfniO8XUXBh5ZdWivm58lxIM8UvdxqS
141,0.944559512,POST,/api/product,403,PostmanRuntime/7.29.0,564,1,Evening,1,2025-02-19 17:48:00,sk-ant-api03-PLC7oHxACJrtnBFHkXkR5XNwSOhX6hd2v5oKz_EPaRE9JbbH
47,0.610057856,POST,/data,403,Python-requests/2.25.1,235,1,Afternoon,1,2025-02-19 16:29:00,sk-ant-api03-KGzdbeYx7OyMMo67tzmSgOOEGDw5G7Qo0QGuptaalyLMa7vq
279,0.914071,POST,/v1/chat/messages,404,Python-requests/2.25.1,206,1,Evening,1,2025-02-19 17:21:00,sk-ant-api03-dm9XJpS7oo4Y0won6b9VlvlmvTKvdBG2vN_5M7sDq5TrSY_N
109,0.826218,POST,/login,429,Mozilla/5.0,477,1,Night,1,2025-02-19 03:33:00,AIzaSy7IU8S-cuLp65J3f8t7kasUxi4Yh0PfrOiBf
45,0.21837922,POST,/data,429,curl/7.64.1,360,1,Night,1,2025-02-19 02:47:00,sk-proj-29LX68Vcdh55aBOWODMwl6wJTc83Flyp2DpK4OXTqFj4DYxX
94,0.933550138,POST,/v1/chat/completions,429,Mozilla/5.0,188,1,Morning,0,2023-10-12 11:30:04,sk-ant-api03-TDuYxQ_rgUeDW0mnxSHu1oKvscoYu7CrnuhpUmtPX57xvN8s
104,0.429009014,POST,/api/user,403,Mozilla/5.0,104,1,Morning,1,2025-02-19 07:26:00,sk-proj-jHV4sUOCe1lFMX2BpOazOyLPeDdfuaVIvyZEUZ0VvlQ7GS1B
8,0.785549734,POST,/v1/chat/completions,429,Mozilla/5.0,72,1,Night,0,2023-08-31 01:25:20,sk-ant-api03-JQtthtW7PdL6r0S120YblzCwQzyjR_iFcnNZF6irx4BqEUnj
102,0.998964394,POST,/api/user,429,Python-requests/2.25.1,510,1,Afternoon,1,2025-02-19 12:07:00,AIzaSyed4-AkIkMuvKyGrvluGSJihhGcNkpkjzMN9
156,0.855484,POST,/v1/chat/messages,200,Python-requests/2.25.1,454,1,Morning,1,2025-02-19 09:52:00,sk-ant-api03-AI7fsycd9Y1VUo2Gtxk3MvKX_7aRGgpafG75lKK5Wc9C8M1K
111,0.838238897,POST,/api/admin,403,Python-requests/2.25.1,888,1,Night,1,2025-02-19 21:58:00,sk-ant-api03-AjtLbxv2rO38nDzdoL5cH7ppVrchQV6uTQS_bmiVQHp4KJx4
150,0.300551209,POST,/api/user,429,PostmanRuntime/7.29.0,450,1,Morning,1,2025-02-19 11:25:00,sk-ant-api03-DObJ7TM2quhnfi5LD40_ItQUX9bwKdZbn1rMMcgHotfGx60h
119,0.932428984,POST,/api/admin,200,Java/1.8.0_201,119,1,Afternoon,1,2025-02-19 16:49:00,AIzaSyeNLwF7-b1WbVJzxW_oB5fGi87o14nkXwmjv
135,0.831467,POST,/login,404,Mozilla/5.0,365,1,Afternoon,1,2025-02-19 14:54:00,AIzaSyuc9ILM7XgZs0-ETAn4HC7nYZ5nAKzSgsbWr
131,0.965209094,POST,/api/user,403,PostmanRuntime/7.29.0,524,1,Night,1,2025-02-19 00:21:00,sk-ant-api03-3nafpwuV9EIfpD2PbgfbU9N2yuesalpFafcXDt7zLnNWGCbb
107,0.399400065,POST,/api/product,403,Java/1.8.0_201,642,1,Night,1,2025-02-19 01:05:00,sk-proj-eP3BBJla8Z1LGai8iwVL3X4LB9U3YfiacyPQJVkf8Mz2W1vG
124,0.158274863,POST,/v1/chat/completions,403,PostmanRuntime/7.29.0,992,1,Morning,0,2025-10-12 10:39:05,AIzaSyPdg-E8LQZ-sQ6ca1CkZNvK3VPsoZgxDInuH
77,0.918876559,POST,/api/user,403,Java/1.8.0_201,539,1,Night,1,2025-02-19 00:53:00,sk-proj-vrPNukkKsm5Lua7PoCWxIO2D4MIH7G6OGYaHGOyX69VSDKky
74,0.996734677,POST,/api/user,200,PostmanRuntime/7.29.0,444,1,Night,1,2025-02-19 03:25:00,AIzaSy1-vmt3J-yKggiuRKZLaLiNAtass01N26rG8
7,0.111119126,POST,/api/admin,403,Python-requests/2.25.1,49,1,Morning,1,2025-02-19 08:57:00,sk-ant-api03-0jKILBnzcDnzPmh9IQ0cyhw4hcMOf2GIYyNXW8evVrsT57F_
