Rate Limiting,Endpoint Entropy,HTTP Method,API Endpoint,HTTP Status,User-Agent,Token Used,Method_POST,Time of Day,Classification Label,New Time of Access,API_Key
91,0.537353176,POST,/api/v2/data,403,noisy_value_945,498,1,Afternoon,1,19/2/2025 13:10,sk-proj-yI3wCOScO5kOGsLXLYJC2mcb2oYSCJkPYIVZQxzlGQNv4TgP
356,0.866669,POST,noisy_value_640,429,Python-requests/2.25.1,71,1,Evening,1,19/2/2025 19:26,sk-ant-api03-CDh6XPvPC6qX5mht66TFQlYo9tpBQdolSWiziYfaDqxcZvr2
44,0.976152905,POST,/v1/chat/completions,200,noisy_value_649,1265,1,Morning,0,25/5/2023 5:16,sk-proj-iDJlFc0HL3UzJTw0p50QaQuvLvj3tPZdTK6LBy88S7K6xmh3
38,0.83617914,POST,/v1/chat/completions,482,noisy_value_317,160,1,Morning,0,19/4/2023 6:30,sk-ant-api03-_HPl2pepo16M2R67HkM_JwsOl5YFO2kq7HGDXEvaknSvFqYn
42,0.176416926,POST,/api/admin,200,noisy_value_704,424,1,Morning,1,19/2/2025 9:02,sk-ant-api03-PYYvypkPIteLMl1_gMC2PMsiJp9fNd7ZH_KgwAjVrJlDuhyK
41,0.912406618,POST,/api/admin,200,Python-requests/2.25.1,398,1,Night,1,19/2/2025 1:14,sk-proj-UDG4SoVwhDbK39R4xtieqdiSKBbsX9IbXR8IGwjF5G0nxWkV
72,0.982250134,POST,noisy_value_27,403,PostmanRuntime/7.29.0,792,1,Morning,0,3/6/2025 5:16,sk-proj-lB2uixCe2aDrXPovUDQiH9DvNd8tCO2qaZq4i4phDNlAg5Pi
78,0.819842392,POST,/v1/chat/completions,403,Java/1.8.0_201,976,1,Afternoon,0,16/7/2025 13:07,sk-proj-mFgqIkElmTcH5wgSwdm1oEOwiH9JVz0HhFNManCUimwNtyII
72,0.174403542,POST,noisy_value_201,200,noisy_value_271,1854,1,Evening,1,5/9/2023 20:08,sk-ant-api03-lUTAfsPiO3D4xHdmFvGAFECuSQtz9Ht782mem7CqH0Fp_2Gn
371,0.319081,POST,/login,398,curl/7.64.1,2531,1,Night,1,19/2/2025 0:58,sk-proj-eIHWK5tgqMiaejlNJBPCuwSm0Iy70Z8lqDGlRXo98qJE2znf
150,0.778548501,POST,noisy_value_620,403,noisy_value_281,2654,1,Morning,1,19/2/2025 6:35,sk-ant-api03-05U6iU369kO5RwSloBYhwaIHCYk43ah5o0rDxeL4ShkW5iet
68,0.796461664,POST,noisy_value_750,200,Python-requests/2.25.1,776,1,Night,1,6/2/2024 2:21,sk-ant-api03-9PCnYF8xmfkVFohDR97qjiIRThH49wKNzfhDHTqvy2wyfcaL
66,0.311354065,POST,noisy_value_479,403,Java/1.8.0_201,561,1,Morning,0,14/8/2024 5:39,sk-proj-fjXvV6ywaVUuWk9mqsLtRqEDF2ULoVkqO4ZvOmFtn7IOjfsy
52,0.210834634,POST,/metrics/usage,200,Mozilla/5.0,201,1,Evening,1,19/2/2025 19:43,sk-ant-api03-l5w5ExBcy4TbSOGe9FsMq8G2wuzw5mF5_EdWRfiGsASyGQPL
8,0.720925784,POST,/api/product,429,noisy_value_317,89,1,Evening,1,19/2/2025 19:21,sk-proj-SgqFYiBy3w5MKN49j1ckNcfbl0KZGItfXxKDRFOnHZWbp7CR
51,0.32549448,POST,/api/user,403,Mozilla/5.0,401,1,Afternoon,1,19/2/2025 16:18,sk-ant-api03-vKmmVJ4_nfXFjO20Ek8PKm3mixAriVzT3C2Yl4UEZp5gzqlB
386,0.352484,POST,noisy_value_453,500,noisy_value_704,2044,1,Night,1,19/2/2025 21:30,sk-proj-AaF7nYAmULdAEeL84ENBltOkq9LOkFrFHIuxtr0liYjaIlfw
66,0.676441746,POST,/v1/chat/completions,403,Python-requests/2.25.1,1513,1,Night,1,5/9/2023 2:29,sk-proj-BEjR3jQi95ldWHz0lfUf4fnT69IfqBQay60AWkg3rojLYel3
121,0.18748432,POST,noisy_value_595,200,Mozilla/5.0,279,1,Afternoon,1,19/2/2025 15:38,sk-ant-api03-hJcRv1riFNtSBNE2oUPcA1D9XqfEl9Z6t04vvATdOaB74ZRd
702,0.684769,POST,/signup,200,curl/7.64.1,4895,1,Afternoon,1,19/2/2025 14:04,sk-proj-4EiL6Coxjmw7NOe3gDPvCQcKSVBqTpkUsup8tCkg99KH6YVD
58,0.316448084,POST,noisy_value_201,200,noisy_value_380,1005,1,Night,1,19/2/2025 21:41,sk-proj-bSyawDYwSjpk2THRPEs4gA8H3VcYf6WoQchde8XvVYqCRiQ5
112,0.469583403,POST,/v1/chat/completions,496,noisy_value_952,1854,1,Morning,1,28/3/2024 11:36,sk-proj-Bpil4yI11M6bJgoVJZxIAQJXeUNWkI3ojocId0ZyCEQaNdm6
34,0.221144592,POST,/data,429,noisy_value_849,762,1,Afternoon,1,19/2/2025 15:58,sk-proj-l9uBgbpl7RKN4POJxyEqrPiqY98CM10uwtddRsN8IsGwKoj2
99,0.918706279,POST,/v1/chat/completions,200,noisy_value_945,1454,1,Night,1,13/12/2023 1:03,sk-ant-api03-nQh8G_cm6EQNeinVA2dp4pGNO3chSPinfzDJNPu6b8mPEmNN
48,0.369949792,POST,noisy_value_542,200,Mozilla/5.0,264,1,Afternoon,0,24/11/2025 15:18,sk-ant-api03-TLD1nySFyw4QB2a8vYPA0UQ01ApmTqplhmhO1PC_4nOfy5lE
376,0.805299,POST,noisy_value_972,500,noisy_value_254,584,1,Evening,1,19/2/2025 20:45,sk-proj-jCSAppk3wsUpwNpREkv0ZSKI21cv19eyUZ4w0C3S02FsJEK4
19,0.207794363,POST,noisy_value_183,200,Mozilla/5.0,543,1,Afternoon,1,19/2/2025 13:54,sk-proj-TJCh6vdzo1gkYUJABdjIfHOHuSZ2LeUpwmQRzSA0KLHFMX8W
32,0.669131851,POST,/api/product,204,curl/7.64.1,307,1,Morning,1,19/2/2025 6:07,sk-ant-api03-IUDBPZJrOWRxZ4JnvXo8nY8FbiqMRC7zILvsabJNyHATIUbB
62,0.421254789,POST,noisy_value_51,200,Mozilla/5.0,1043,1,Morning,1,19/2/2025 11:57,sk-ant-api03-dBtHqOLuKJWta2sXXElSNviRhAGl6Hrcj6OrQ5L7h6MVZBHL
101,0.334549035,POST,noisy_value_542,403,Mozilla/5.0,723,1,Evening,1,19/2/2025 18:25,sk-proj-RROsegAjDs8QRgoVF4pfMhGSQcWu1irTXMS5jCHy5Oa9znCz
66,0.922288537,POST,noisy_value_110,309,Mozilla/5.0,630,1,Night,1,19/2/2025 23:02,sk-proj-FkIi7y8RxDKzOyszENBAiGlgGKyC8Zq0FSsR2TVCqceSCfVG
122,0.866078596,POST,/api/admin,354,Python-requests/2.25.1,1848,1,Afternoon,1,19/2/2025 12:30,sk-ant-api03-nlsBIZLtpdIaDXC3Hf16yIYg4xWVJh1DNzn5p7DlrIpZSqnd
52,0.500170487,POST,/service/status,200,Mozilla/5.0,1692,1,Evening,1,19/2/2025 19:33,sk-proj-fv9ZRYYeeQpf6huSnM9U1hE7uxIDimwy4686ocSHRpOGKSFE
2,0.407770557,POST,/api/product,200,Mozilla/5.0,10,1,Night,1,19/2/2025 0:54,sk-ant-api03-iTMghAOmrQlwb5BzT4lAI1hvO_LpgUlnW5FSG2H9scbSpi9Y
115,0.694523448,POST,/v1/chat/completions,200,noisy_value_825,1754,1,Morning,1,5/5/2025 8:46,sk-proj-VGmDBWUfri99XXsGNhIveMLQu14UnaFmYSsE0ba2kbCpJvBR
108,0.960869745,POST,noisy_value_105,200,Mozilla/5.0,667,1,Night,1,8/9/2025 4:23,sk-proj-4z4WbMJWMC7HbO5OGI6bKJHrNWvFnApgxXkfubh2zyN6HYOs
13,0.849508505,POST,/data,200,Mozilla/5.0,39,1,Morning,1,19/2/2025 8:33,sk-proj-o1AFz4UIJtKGAOB4sJwvk5lRDHGF4M4cAxgE1NAHSHhRbqbd
110,0.160490924,POST,/api/product,222,Mozilla/5.0,204,1,Evening,1,19/2/2025 19:07,sk-proj-Hm1ZZqyKdG3ty5az9NMVBiv3EqLr3XW9sNRsGRa9ilfLvEbD
110,0.599492615,POST,/data,329,noisy_value_317,1307,1,Afternoon,1,19/2/2025 14:07,sk-proj-Rqh5oFzr9mFVPv9KmpYS3AzeGWm47AhRiVnFwbCW70bcQxV9
94,0.836716503,POST,/v1/chat/completions,403,noisy_value_91,1389,1,Night,1,31/7/2024 3:50,sk-proj-UmjX2FzkQe160GSLDUDw9j5z8n6Hp2GhWktvylQeTE1xjBji
54,0.635398819,POST,/service/status,275,Mozilla/5.0,1361,1,Afternoon,1,19/2/2025 12:27,sk-ant-api03-AdtIU4BVArU1K2nwRsMS2ttkIX1FdQJSmSr_AE_GI8CFWhU3
30,0.359437869,POST,noisy_value_105,322,curl/7.64.1,718,1,Morning,1,19/2/2025 11:33,sk-proj-MysYJbEAALF7ZMxoabiW0jWhRry4rCtqVu6FczcdX8r0gu1d
86,0.672468253,POST,/api/admin,200,noisy_value_135,230,1,Afternoon,1,19/2/2025 14:15,sk-proj-IX0VpfTZcpfofb1IoyXOOcpX3BRednecOZ76VwyzElsEpI3q
95,0.803258789,POST,noisy_value_662,387,noisy_value_685,1813,1,Night,1,3/8/2023 0:37,sk-ant-api03-V6o047ub9VaFgbuShrr2bWTyMC2JfsnBGUrlpFky813EeiuD
118,0.606162268,POST,/data,403,Mozilla/5.0,2788,1,Evening,1,19/2/2025 19:54,sk-proj-eAZp35R3gdYh3RSW4sfniO8XUXBh5ZdWivm58lxIM8UvdxqS
141,0.944559512,POST,/data,403,Mozilla/5.0,1460,1,Evening,1,19/2/2025 17:48,sk-ant-api03-PLC7oHxACJrtnBFHkXkR5XNwSOhX6hd2v5oKz_EPaRE9JbbH
47,0.610057856,POST,/data,403,Mozilla/5.0,320,1,Afternoon,1,19/2/2025 16:29,sk-ant-api03-KGzdbeYx7OyMMo67tzmSgOOEGDw5G7Qo0QGuptaalyLMa7vq
279,0.914071,POST,/v1/chat/messages,404,noisy_value_600,549,1,Evening,1,19/2/2025 17:21,sk-ant-api03-dm9XJpS7oo4Y0won6b9VlvlmvTKvdBG2vN_5M7sDq5TrSY_N
45,0.21837922,POST,/app/config,429,Mozilla/5.0,1561,1,Night,1,19/2/2025 2:47,sk-proj-29LX68Vcdh55aBOWODMwl6wJTc83Flyp2DpK4OXTqFj4DYxX
94,0.933550138,POST,/v1/chat/completions,429,noisy_value_211,525,1,Morning,0,12/10/2023 11:30,sk-ant-api03-TDuYxQ_rgUeDW0mnxSHu1oKvscoYu7CrnuhpUmtPX57xvN8s
104,0.429009014,POST,/api/user,318,Mozilla/5.0,511,1,Morning,1,19/2/2025 7:26,sk-proj-jHV4sUOCe1lFMX2BpOazOyLPeDdfuaVIvyZEUZ0VvlQ7GS1B
8,0.785549734,POST,noisy_value_291,324,Mozilla/5.0,328,1,Night,1,31/8/2023 1:25,sk-ant-api03-JQtthtW7PdL6r0S120YblzCwQzyjR_iFcnNZF6irx4BqEUnj
156,0.855484,POST,noisy_value_275,200,Mozilla/5.0,1245,1,Morning,1,19/2/2025 9:52,sk-ant-api03-AI7fsycd9Y1VUo2Gtxk3MvKX_7aRGgpafG75lKK5Wc9C8M1K
111,0.838238897,POST,noisy_value_27,403,Python-requests/2.25.1,2549,1,Night,1,19/2/2025 21:58,sk-ant-api03-AjtLbxv2rO38nDzdoL5cH7ppVrchQV6uTQS_bmiVQHp4KJx4
150,0.300551209,POST,/service/status,429,Mozilla/5.0,1681,1,Morning,1,19/2/2025 11:25,sk-ant-api03-DObJ7TM2quhnfi5LD40_ItQUX9bwKdZbn1rMMcgHotfGx60h
131,0.965209094,POST,/api/user,403,noisy_value_346,1240,1,Night,1,19/2/2025 0:21,sk-ant-api03-3nafpwuV9EIfpD2PbgfbU9N2yuesalpFafcXDt7zLnNWGCbb
107,0.399400065,POST,/admin/settings,283,noisy_value_825,2330,1,Night,1,19/2/2025 1:05,sk-proj-eP3BBJla8Z1LGai8iwVL3X4LB9U3YfiacyPQJVkf8Mz2W1vG
77,0.918876559,POST,/api/v2/data,403,Mozilla/5.0,1952,1,Night,1,19/2/2025 0:53,sk-proj-vrPNukkKsm5Lua7PoCWxIO2D4MIH7G6OGYaHGOyX69VSDKky
7,0.111119126,POST,/api/admin,305,noisy_value_420,120,1,Morning,1,19/2/2025 8:57,sk-ant-api03-0jKILBnzcDnzPmh9IQ0cyhw4hcMOf2GIYyNXW8evVrsT57F_
32,0.486129679,POST,/v1/chat/completions,200,curl/7.64.1,310,1,Afternoon,0,14/11/2023 15:47,sk-proj-mlok2FWIgEwOcAD5vT7UakI4hBQaXjvFiPH7jxGtPOWcF9qc
41,0.19944751,POST,/api/admin,429,Mozilla/5.0,851,1,Morning,1,19/2/2025 6:56,sk-proj-1NZRVNojccZJFXf4RTXjmw2RH1y44CRuIBOwcSHLu5viuKp6
33,0.213534015,POST,/v1/chat/completions,200,Python-requests/2.25.1,176,1,Afternoon,0,27/5/2025 12:45,sk-ant-api03-OHRNVGaZtIVSDpdtUPqqjO_yvFfUlPhWXZ5E_xLnGOPZEllc
100,0.752241602,POST,/v1/authenticate,232,noisy_value_755,3754,1,Evening,1,19/2/2025 17:46,sk-ant-api03-K6rJO1JULGu_0j4f9_WHH3WvRZjydWrRjuo4EnTGzooOrAzI
122,0.566875494,POST,/notifications/list,200,Mozilla/5.0,764,1,Morning,1,19/2/2025 5:47,sk-proj-OJsMH2DgeoBKW7G7XJlOCqM2emVz8pLCdRRI4ZnmFjfa9DyW
11,0.639391733,POST,noisy_value_517,244,noisy_value_611,241,1,Morning,0,28/6/2024 6:59,sk-ant-api03-jI_F5wQo786KJClwrU54crRPq5YVIn38Rp_kNZzN1Gqhmpt7
83,0.910206288,POST,noisy_value_930,200,curl/7.64.1,953,1,Morning,0,24/3/2023 8:57,sk-proj-pWsWclWLijG72AkDPGMsZQ31f5HHX5EX4fbYFfIaIMApXVRV
11,0.669851355,POST,/api/admin,403,curl/7.64.1,197,1,Afternoon,1,19/2/2025 15:24,sk-ant-api03-AbTxsa1ZcVrFMT2VLwa2eni9r_7dU5xF0GSKSjGOlmhiS61n
120,0.34510795,POST,/v1/chat/completions,429,PostmanRuntime/7.29.0,1575,1,Night,1,5/5/2024 22:58,sk-ant-api03-q6qRmtBeFMv9AnxVFrbgu8DypuWtOj80MV_PKz9ONhi9DPi0
41,0.159694528,POST,noisy_value_816,200,Python-requests/2.25.1,1200,1,Night,1,19/2/2025 22:11,sk-ant-api03-dsgtTesMyT7L6OIvxj6QtIjzxTXkYpSKGSTxoAF7AawQUD3r
57,0.513936693,POST,/v1/chat/completions,295,PostmanRuntime/7.29.0,370,1,Afternoon,0,3/4/2025 14:31,sk-ant-api03-njBWc_lvRrKRmcm44AiNlgfP2RqZNuLVA6abg4OrDuOBgO5P
54,0.286246523,POST,/api/admin,200,Java/1.8.0_201,543,1,Night,1,19/2/2025 3:01,sk-ant-api03-BTyM9JLy9Odg2JJKrK36HkfOZ1Nsol00shJr0KHvB_StRoQJ
68,0.922862269,POST,/v1/chat/completions,200,Mozilla/5.0,554,1,Afternoon,0,19/11/2025 15:27,sk-proj-OI2iQd3WhJtOjX6WWkOew6fJmJ8HCRwJ3PIJOHpt4zPyLlbf
39,0.649784518,POST,noisy_value_816,272,Mozilla/5.0,649,1,Morning,1,19/2/2025 5:09,sk-proj-HIk3uwDcpsCYUcF7XBSNaUj2QyNZLsNlR4siGds3MBnSM3nq
922,0.405883,POST,/api/v2/data,500,PostmanRuntime/7.29.0,3754,1,Morning,1,19/2/2025 8:59,sk-proj-Cllo7NK6oqFqGH2AhctjyvV9Drv5i8Nn7zJxi4YueF2IaQE2
103,0.784877345,POST,/user/profile,455,noisy_value_327,4260,1,Morning,1,19/2/2025 10:05,sk-proj-3qZhmjMK7jMQHkQZ3O49YgJSM1dPLbWQ1bNQK0zX1R90vF9b
113,0.230105442,POST,/metrics/usage,403,python-requests/2.32.3,1143,1,Afternoon,1,19/2/2025 13:13,sk-ant-api03-_2xNJGilM5xUi0OiwR0vYmd8DNddDAAbLgVJN7WHjdT4LW3w
84,0.264296876,POST,/notifications/list,403,python-requests/2.32.4,2364,1,Evening,1,19/2/2025 19:46,sk-proj-0IwRYmIxO2v7pN935KcT9I9xeEtSBIUBRvM2xqEsAnoqg2cq
113,0.301958721,POST,/v1/chat/completions,403,python-requests/2.32.5,2426,1,Morning,1,2/6/2025 11:09,sk-ant-api03-2WqSdl8tQluj6tOJzCKOMRbyY8R716cL1fl_umZhoiJOa_NO
104,0.109845969,POST,/api/product,303,python-requests/2.32.6,263,1,Afternoon,1,19/2/2025 12:02,sk-proj-iDuwN2QcoUz6qlTzRdOnOiCclk7FUQu3FGFbvxkKWIUvQCxW
138,0.268122214,POST,/v1/chat/completions,470,python-requests/2.32.7,1333,1,Night,1,31/3/2023 1:22,sk-proj-yuCvcNI0FXkSh5tn4PuIskFel44pTrUQTSGVJiQrJaqm58cT
54,0.286893097,POST,/api/user,200,python-requests/2.32.8,1638,1,Morning,1,19/2/2025 9:53,sk-ant-api03-sWNvOMTlpkzNJvqOzi54j8el6kB9ID9IbV_DyNcS2562oTBa
34,0.574185469,POST,/v1/chat/completions,403,python-requests/2.32.9,87,1,Night,1,17/1/2024 4:41,sk-ant-api03-a3DXe9fnB5Wzuy5eq82cN1MdmamPTcVfvqjhsLWHpLdwWOIH
88,0.280902422,POST,/data,200,python-requests/2.32.10,1293,1,Afternoon,1,19/2/2025 16:58,sk-ant-api03-5fTdbWubINgHGeyfhKiFNSf4s5eYZw0dYT3m8Xn9EqME0Bqj
70,0.745967563,POST,/app/config,200,python-requests/2.32.11,629,1,Morning,1,19/2/2025 5:54,sk-proj-rXqmB7tXuPTNn3rtJ40RtnBOaMKV0F3YuoGonLlG96BGQSoA
420,0.796463,POST,/signup,404,python-requests/2.32.12,2357,1,Night,1,19/2/2025 0:58,sk-proj-Vk1bMvM3jSuhWG1B5DDvDrtgMwV400gMSnoqRX7SRT8idXfv
217,0.926447,POST,noisy_value_386,200,Mozilla/5.0,1527,1,Afternoon,1,19/2/2025 13:00,sk-proj-s7cC3hc2qJiF7BZHGnoo2zFRmmbCTYpD6MJZViROjfzOduEr
95,0.803258789,POST,/v1/chat/completions,403,noisy_value_512,685,1,Morning,0,14/6/2024 9:06,sk-ant-api03-pPbYeWtxqzV5vXQzzyWhyjnYYfriJiyF2agNlkn37V7wZjpl
43,0.165574515,POST,/api/v2/data,200,PostmanRuntime/7.29.0,139,1,Evening,1,19/2/2025 19:10,sk-proj-5V3pYRQgFjoGoxbk7areQv71GSp0NfoWhaJLIUxC1ntFDOBr
118,0.985922434,POST,/v1/chat/completions,429,Java/1.8.0_201,733,1,Morning,0,6/11/2024 10:30,sk-proj-owiLv5pozbA9opEbJn2TUNp5r6Ea2YZjz8a6Q7XHliCJEeYw
144,0.280479801,POST,/service/status,328,Mozilla/5.0,1732,1,Night,1,19/2/2025 3:30,sk-ant-api03-OC_2TlsznJ5uGSuzq68HvjEaQ8W6unK8aSQ2tvcPClAxRXEB
76,0.370128456,POST,/data,403,Java/1.8.0_201,223,1,Morning,1,19/2/2025 7:53,sk-proj-ZEee9CHPwyOHjOhv2wUPniRfN45ezhkP8KNFl9p3YYWahRwW
9,0.140809071,POST,noisy_value_300,403,Java/1.8.0_201,255,1,Evening,1,19/2/2025 17:51,sk-ant-api03-4BIUatIi5gmLCGsIiJuwRUKqCY4zNuDU1mvIlpr6cnX52qbI
59,0.219029063,POST,/signup,219,Mozilla/5.0,424,1,Night,1,19/2/2025 0:33,sk-proj-WqaodCjHfzCjVNsJmExMoHLmFDBone5ThCweOHhS59bTf46C
93,0.759144987,POST,/api/admin,200,Mozilla/5.0,2294,1,Night,1,19/2/2025 3:30,sk-proj-tD8k2jicmld0jWiLpVgRnwE14ltIn3p9KP5r8MjTgUgSAev0
6,0.589728791,POST,/v1/chat/completions,403,noisy_value_336,59,1,Night,1,17/8/2025 2:21,sk-proj-WoaJL9luALfVeGcu1cXNzbLRVUIe1dkTN9cuimRU6qqqJMsD
47,0.964772148,POST,/api/user,200,Mozilla/5.0,703,1,Morning,1,19/2/2025 7:59,sk-proj-yJp0FGZVjPSEnaIZW50f35GdZ00ikNZSZ0yWNsKI3yOBX8dh
115,0.775988087,POST,/api/admin,200,PostmanRuntime/7.29.0,235,1,Morning,1,19/2/2025 11:07,sk-ant-api03-m7QU9LIfzqygDsNlCLgK7I5uBe80Apsy7iTP9M2lF8UgkYZ8
63,0.551758386,POST,/metrics/usage,403,Mozilla/5.0,1052,1,Night,1,19/2/2025 0:30,sk-ant-api03-iwJYbZGmmRHaLZxq0SDzGAhT70Udi8JviChw_H2JczlU9E0z
38,0.758762481,POST,/v1/chat/completions,403,PostmanRuntime/7.29.0,165,1,Night,1,6/2/2024 1:28,sk-proj-nZ3m1iBAbpobQdy2padj3cMCa5jyHk9oNVToGqmbYFSe7fkD
87,0.744256452,POST,noisy_value_856,403,Mozilla/5.0,412,1,Night,1,19/2/2025 23:47,sk-proj-Kb2PYYcNeGCrNoFk2pn4geezZBI7WA9w4stIKqHVy6NV2E6i
99,0.513979542,POST,noisy_value_991,200,noisy_value_693,1333,1,Afternoon,1,19/2/2025 14:38,sk-proj-94Hnjg50Gdv65NbvdlSlEfAcKiYdh6zspMbTAybT1nPoyv7k
